year,field,total_checked,had_data,pct_available
1992,boxscore,2126,2126,100.0
1992,draft,1,1,100.0
1992,linescore,2126,2126,100.0
1992,playbyplay,2126,2126,100.0
1992,roster,30,26,86.7
1992,standings_splits,1,1,100.0
1992,transactions,1,1,100.0
1992,winprobability,2126,2126,100.0
