year,field,total_checked,had_data,pct_available
1994,boxscore,1604,1604,100.0
1994,draft,1,1,100.0
1994,linescore,1604,1604,100.0
1994,playbyplay,1604,1604,100.0
1994,roster,30,28,93.3
1994,standings_splits,1,1,100.0
1994,transactions,1,1,100.0
1994,winprobability,1604,1604,100.0
