year,field,total_checked,had_data,pct_available
1995,boxscore,2051,2051,100.0
1995,draft,1,1,100.0
1995,linescore,2051,2051,100.0
1995,playbyplay,2051,2051,100.0
1995,roster,30,28,93.3
1995,standings_splits,1,1,100.0
1995,transactions,1,1,100.0
1995,winprobability,2051,2051,100.0
