year,field,total_checked,had_data,pct_available
1988,boxscore,2117,2117,100.0
1988,draft,1,1,100.0
1988,linescore,2117,2117,100.0
1988,playbyplay,2117,2117,100.0
1988,roster,30,26,86.7
1988,standings_splits,1,1,100.0
1988,transactions,1,0,0.0
1988,winprobability,2117,2117,100.0
